ags_new	name_new	ags_old	name_old
13071021	Burg Stargard, Stadt	13071024	Cammin
13071164	Woldegk, Stadt	13071061	Helpt
13072063	Lalendorf	13072065	Langhagen
13074093	Stepenitztal	13074011	Börzow
13074093	Stepenitztal	13074051	Mallentin
13074093	Stepenitztal	13074059	Papenhusen
13074065	Rehna, Stadt	13074055	Nesow
13074065	Rehna, Stadt	13074083	Vitense
13075131	Torgelow, Stadt	13075132	Torgelow-Holländerei
13075131	Torgelow, Stadt	13075047	Heinrichsruh
13075044	Gützkow, Stadt	13075064	Kölzin
13076089	Lübz, Stadt	13076091	Lutheran
13076035	Domsühl	13076124	Severin
13076108	Parchim, Stadt	13076028	Damm
13076152	Wittenburg, Stadt	13076074	Körchow
13076152	Wittenburg, Stadt	13076083	Lehsen
13076166	Ganzlin	13076022	Buchberg
13076166	Ganzlin	13076042	Ganzlin
13076166	Ganzlin	13076149	Wendisch Priborn
03359010	Buxtehude, Hansestadt	03359010	Buxtehude, Stadt
12061017	Bersteland	12061017	Bersteland
12061097	Drahnsdorf	12061097	Drahnsdorf
12061164	Golßen, Stadt	12061164	Golßen, Stadt
12061244	Kasel-Golzig	12061244	Kasel-Golzig
12061265	Krausnick-Groß Wasserburg	12061265	Krausnick-Groß Wasserburg
12061405	Rietzneuendorf-Staakow	12061405	Rietzneuendorf-Staakow
12061428	Schlepzig	12061428	Schlepzig
12061435	Schönwald	12061435	Schönwald
12061471	Steinreich	12061471	Steinreich
12061510	Unterspreewald	12061510	Unterspreewald
14729320	Neukieritzsch	14729090	Deutzen
14729360	Regis-Breitingen, Stadt	14729360	Regis-Breitingen, Stadt
07132050	Herdorf, Stadt	07132050	Herdorf, Stadt
07133006	Bad Kreuznach, Stadt	07133007	Bad Münster am Stein-Ebernburg, Stadt
07135009	Binningen	07135009	Binningen
07135014	Brieden	07135014	Brieden
07135016	Brohl	07135016	Brohl
07135022	Dünfus	07135022	Dünfus
07135031	Forst (Eifel)	07135031	Forst (Eifel)
07135044	Kail	07135044	Kail
07140502	Lahr	07135050	Lahr
07135053	Lieg	07135053	Lieg
07135056	Lütz	07135056	Lütz
07135062	Möntenich	07135062	Möntenich
07140503	Mörsdorf	07135063	Mörsdorf
07135065	Moselkern	07135065	Moselkern
07135066	Müden (Mosel)	07135066	Müden (Mosel)
07135072	Pommern	07135072	Pommern
07135075	Roes	07135075	Roes
07135082	Treis-Karden	07135082	Treis-Karden
07140504	Zilshausen	07135094	Zilshausen
07137204	Brey	07137204	Brey
07137221	Rhens, Stadt	07137221	Rhens, Stadt
07137223	Spay	07137223	Spay
07137227	Waldesch	07137227	Waldesch
07137201	Alken	07137201	Alken
07137205	Brodenbach	07137205	Brodenbach
07137206	Burgen	07137206	Burgen
07137207	Dieblich	07137207	Dieblich
07137208	Hatzenport	07137208	Hatzenport
07137212	Kobern-Gondorf	07137212	Kobern-Gondorf
07137214	Löf	07137214	Löf
07137215	Macken	07137215	Macken
07137217	Niederfell	07137217	Niederfell
07137219	Nörtershausen	07137219	Nörtershausen
07137220	Oberfell	07137220	Oberfell
07137230	Winningen	07137230	Winningen
07137231	Wolken	07137231	Wolken
07137504	Lehmen	07137504	Lehmen
07231009	Bettenfeld	07231009	Bettenfeld
07231021	Dierfeld	07231021	Dierfeld
07231025	Eckfeld	07231025	Eckfeld
07231026	Eisenschmitt	07231026	Eisenschmitt
07231036	Gipperath	07231036	Gipperath
07231044	Greimerath	07231044	Greimerath
07231046	Großlittgen	07231046	Großlittgen
07231049	Hasborn	07231049	Hasborn
07231065	Karl	07231065	Karl
07231074	Laufeld	07231074	Laufeld
07231080	Manderscheid, Stadt	07231080	Manderscheid, Stadt
07231082	Meerfeld	07231082	Meerfeld
07231091	Musweiler	07231091	Musweiler
07231095	Niederöfflingen	07231095	Niederöfflingen
07231096	Niederscheidweiler	07231096	Niederscheidweiler
07231100	Oberöfflingen	07231100	Oberöfflingen
07231101	Oberscheidweiler	07231101	Oberscheidweiler
07231104	Pantenburg	07231104	Pantenburg
07231114	Schladt	07231114	Schladt
07231116	Schwarzenborn	07231116	Schwarzenborn
07231127	Wallscheid	07231127	Wallscheid
07231004	Bausendorf	07231004	Bausendorf
07231005	Bengel	07231005	Bengel
07231020	Diefenbach	07231020	Diefenbach
07231033	Flußbach	07231033	Flußbach
07231057	Hontheim	07231057	Hontheim
07231067	Kinderbeuern	07231067	Kinderbeuern
07231068	Kinheim	07231068	Kinheim
07231072	Kröv	07231072	Kröv
07231110	Reil	07231110	Reil
07231132	Willwerscheid	07231132	Willwerscheid
07231014	Burg (Mosel)	07231014	Burg (Mosel)
07231029	Enkirch	07231029	Enkirch
07231120	Starkenburg	07231120	Starkenburg
07231124	Traben-Trarbach, Stadt	07231124	Traben-Trarbach, Stadt
07231206	Lötzbeuren	07231206	Lötzbeuren
07231501	Irmenach	07231501	Irmenach
07232002	Alsdorf	07232002	Alsdorf
07232019	Bollendorf	07232019	Bollendorf
07232028	Echternacherbrück	07232028	Echternacherbrück
07232033	Ernzen	07232033	Ernzen
07232037	Ferschweiler	07232037	Ferschweiler
07232053	Holsthum	07232053	Holsthum
07232063	Irrel	07232063	Irrel
07232065	Kaschenbach	07232065	Kaschenbach
07232078	Menningen	07232078	Menningen
07232082	Minden	07232082	Minden
07232093	Niederweis	07232093	Niederweis
07232103	Peffingen	07232103	Peffingen
07232108	Prümzurlay	07232108	Prümzurlay
07232114	Schankweiler	07232114	Schankweiler
07232131	Wallendorf	07232131	Wallendorf
07232218	Eisenach	07232218	Eisenach
07232225	Gilzem	07232225	Gilzem
07232009	Baustert	07232009	Baustert
07232013	Bettingen	07232013	Bettingen
07232014	Bickendorf	07232014	Bickendorf
07232015	Biersdorf am See	07232015	Biersdorf am See
07232017	Birtlingen	07232017	Birtlingen
07232020	Brecht	07232020	Brecht
07232021	Brimingen	07232021	Brimingen
07232024	Dahlem	07232024	Dahlem
07232026	Dockendorf	07232026	Dockendorf
07232027	Dudeldorf	07232027	Dudeldorf
07232029	Echtershausen	07232029	Echtershausen
07232030	Ehlenz	07232030	Ehlenz
07232032	Enzen	07232032	Enzen
07232034	Eßlingen	07232034	Eßlingen
07232036	Feilsdorf	07232036	Feilsdorf
07232039	Fließem	07232039	Fließem
07232044	Gondorf	07232044	Gondorf
07232045	Halsdorf	07232045	Halsdorf
07232046	Hamm	07232046	Hamm
07232048	Heilenbach	07232048	Heilenbach
07232052	Hisel	07232052	Hisel
07232057	Hütterscheid	07232057	Hütterscheid
07232058	Hüttingen an der Kyll	07232058	Hüttingen an der Kyll
07232060	Idenheim	07232060	Idenheim
07232061	Idesheim	07232061	Idesheim
07232062	Ingendorf	07232062	Ingendorf
07232074	Ließem	07232074	Ließem
07232077	Meckel	07232077	Meckel
07232079	Messerich	07232079	Messerich
07232081	Metterich	07232081	Metterich
07232083	Mülbach	07232083	Mülbach
07232086	Nattenheim	07232086	Nattenheim
07232091	Niederstedem	07232091	Niederstedem
07232092	Niederweiler	07232092	Niederweiler
07232097	Oberstedem	07232097	Oberstedem
07232098	Oberweiler	07232098	Oberweiler
07232099	Oberweis	07232099	Oberweis
07232100	Olsdorf	07232100	Olsdorf
07232109	Rittersdorf	07232109	Rittersdorf
07232111	Röhl	07232111	Röhl
07232115	Scharfbillig	07232115	Scharfbillig
07232118	Schleid	07232118	Schleid
07232119	Seffern	07232119	Seffern
07232120	Sefferweich	07232120	Sefferweich
07232124	Stockem	07232124	Stockem
07232125	Sülm	07232125	Sülm
07232126	Trimport	07232126	Trimport
07232133	Wettlingen	07232133	Wettlingen
07232134	Wiersdorf	07232134	Wiersdorf
07232137	Wolsfeld	07232137	Wolsfeld
07232501	Wißmannsdorf	07232501	Wißmannsdorf
07232007	Badem	07232007	Badem
07232035	Etteldorf	07232035	Etteldorf
07232043	Gindorf	07232043	Gindorf
07232070	Kyllburg, Stadt	07232070	Kyllburg, Stadt
07232071	Kyllburgweiler	07232071	Kyllburgweiler
07232075	Malberg	07232075	Malberg
07232076	Malbergweich	07232076	Malbergweich
07232087	Neidenbach	07232087	Neidenbach
07232101	Orsfeld	07232101	Orsfeld
07232105	Pickließem	07232105	Pickließem
07232113	Sankt Thomas	07232113	Sankt Thomas
07232129	Usch	07232129	Usch
07232135	Wilsecker	07232135	Wilsecker
07232203	Balesfeld	07232203	Balesfeld
07232210	Burbach	07232210	Burbach
07232228	Gransdorf	07232228	Gransdorf
07232273	Neuheilenbach	07232273	Neuheilenbach
07232282	Oberkail	07232282	Oberkail
07232306	Seinsfeld	07232306	Seinsfeld
07232313	Steinborn	07232313	Steinborn
07232331	Zendscheid	07232331	Zendscheid
07331055	Osthofen, Stadt	07331055	Osthofen, Stadt
07331006	Bechtheim	07331006	Bechtheim
07331009	Bermersheim	07331009	Bermersheim
07331011	Hochborn	07331011	Hochborn
07331015	Dittelsheim-Heßloch	07331015	Dittelsheim-Heßloch
07331028	Frettenheim	07331028	Frettenheim
07331036	Gundersheim	07331036	Gundersheim
07331037	Gundheim	07331037	Gundheim
07331039	Hangen-Weisheim	07331039	Hangen-Weisheim
07331049	Monzernheim	07331049	Monzernheim
07331071	Westhofen	07331071	Westhofen
07335007	Fischbach	07335007	Fischbach
07335010	Frankenstein	07335010	Frankenstein
07335015	Hochspeyer	07335015	Hochspeyer
07335048	Waldleiningen	07335048	Waldleiningen
07335009	Frankelbach	07335009	Frankelbach
07335014	Hirschhorn/ Pfalz	07335014	Hirschhorn/ Pfalz
07335017	Katzweiler	07335017	Katzweiler
07335025	Mehlbach	07335025	Mehlbach
07335033	Olsbrücken	07335033	Olsbrücken
07335034	Otterbach	07335034	Otterbach
07335046	Sulzbachtal	07335046	Sulzbachtal
07335013	Heiligenmoschel	07335013	Heiligenmoschel
07335029	Niederkirchen	07335029	Niederkirchen
07335035	Otterberg, Stadt	07335035	Otterberg, Stadt
07335041	Schallodenbach	07335041	Schallodenbach
07335042	Schneckenhausen	07335042	Schneckenhausen
07336001	Adenbach	07336001	Adenbach
07336012	Buborn	07336012	Buborn
07336013	Cronenberg	07336013	Cronenberg
07336014	Deimberg	07336014	Deimberg
07336029	Ginsweiler	07336029	Ginsweiler
07336030	Glanbrücken	07336030	Glanbrücken
07336033	Grumbach	07336033	Grumbach
07336035	Hausweiler	07336035	Hausweiler
07336038	Heinzenhausen	07336038	Heinzenhausen
07336040	Herren-Sulzbach	07336040	Herren-Sulzbach
07336043	Hohenöllen	07336043	Hohenöllen
07336044	Homberg	07336044	Homberg
07336045	Hoppstädten	07336045	Hoppstädten
07336049	Kappeln	07336049	Kappeln
07336050	Kirrweiler	07336050	Kirrweiler
07336057	Langweiler	07336057	Langweiler
07336058	Lauterecken, Stadt	07336058	Lauterecken, Stadt
07336060	Lohnweiler	07336060	Lohnweiler
07336061	Medard	07336061	Medard
07336062	Merzweiler	07336062	Merzweiler
07336065	Nerzweiler	07336065	Nerzweiler
07336074	Odenbach	07336074	Odenbach
07336075	Offenbach-Hundheim	07336075	Offenbach-Hundheim
07336095	Sankt Julian	07336095	Sankt Julian
07336100	Unterjeckenbach	07336100	Unterjeckenbach
07336104	Wiesweiler	07336104	Wiesweiler
07336005	Aschbach	07336005	Aschbach
07336019	Einöllen	07336019	Einöllen
07336023	Eßweiler	07336023	Eßweiler
07336036	Hefersweiler	07336036	Hefersweiler
07336042	Hinzweiler	07336042	Hinzweiler
07336048	Jettenbach	07336048	Jettenbach
07336053	Kreimbach-Kaulbach	07336053	Kreimbach-Kaulbach
07336069	Nußbach	07336069	Nußbach
07336072	Oberweiler im Tal	07336072	Oberweiler im Tal
07336073	Oberweiler-Tiefenbach	07336073	Oberweiler-Tiefenbach
07336085	Reipoltskirchen	07336085	Reipoltskirchen
07336086	Relsberg	07336086	Relsberg
07336087	Rothselberg	07336087	Rothselberg
07336090	Rutsweiler an der Lauter	07336090	Rutsweiler an der Lauter
07336105	Wolfstein, Stadt	07336105	Wolfstein, Stadt
07337047	Kirrweiler (Pfalz)	07337047	Kirrweiler (Pfalz)
07337052	Maikammer	07337052	Maikammer
07337070	Sankt Martin	07337070	Sankt Martin
07338016	Lambsheim	07338016	Lambsheim
07338002	Beindersheim	07338002	Beindersheim
07338009	Großniedesheim	07338009	Großniedesheim
07338012	Heßheim	07338012	Heßheim
07338013	Heuchelheim bei Frankenthal	07338013	Heuchelheim bei Frankenthal
07338015	Kleinniedesheim	07338015	Kleinniedesheim
07338023	Römerberg	07338023	Römerberg
07338007	Dudenhofen	07338007	Dudenhofen
07338010	Hanhofen	07338010	Hanhofen
07338011	Harthausen	07338011	Harthausen
07338001	Altrip	07338001	Altrip
07338020	Neuhofen	07338020	Neuhofen
07338021	Otterstadt	07338021	Otterstadt
07338026	Waldsee	07338026	Waldsee
07339013	Dolgesheim	07339013	Dolgesheim
07339015	Eimsheim	07339015	Eimsheim
07339024	Guntersblum	07339024	Guntersblum
07339028	Hillesheim	07339028	Hillesheim
07339035	Ludwigshöhe	07339035	Ludwigshöhe
07339059	Uelversheim	07339059	Uelversheim
07339064	Weinolsheim	07339064	Weinolsheim
07339066	Wintersheim	07339066	Wintersheim
07339201	Dorn-Dürkheim	07339201	Dorn-Dürkheim
07340023	Höheischweiler	07340023	Höheischweiler
07340024	Höhfröschen	07340024	Höhfröschen
07340035	Nünschweiler	07340035	Nünschweiler
07340037	Petersberg	07340037	Petersberg
07340051	Thaleischweiler-Fröschen	07340051	Thaleischweiler-Fröschen
07340217	Maßweiler	07340217	Maßweiler
07340220	Reifenberg	07340220	Reifenberg
07340222	Rieschweiler-Mühlbach	07340222	Rieschweiler-Mühlbach
07340017	Herschberg	07340017	Herschberg
07340018	Hettenhausen	07340018	Hettenhausen
07340041	Saalstadt	07340041	Saalstadt
07340042	Schauerberg	07340042	Schauerberg
07340055	Weselberg	07340055	Weselberg
07340204	Biedershausen	07340204	Biedershausen
07340215	Knopp-Labach	07340215	Knopp-Labach
07340216	Krähenberg	07340216	Krähenberg
07340219	Obernheim-Kirchenarnbach	07340219	Obernheim-Kirchenarnbach
07340224	Schmitshausen	07340224	Schmitshausen
07340225	Wallhalben	07340225	Wallhalben
07340228	Winterbach (Pfalz)	07340228	Winterbach (Pfalz)
01059093	Uelsby	01059093	Ülsby
08425141	Blaustein, Stadt	08425141	Blaustein
13075128	Stolpe an der Peene	13075128	Stolpe
