ags_new	name_new	ags_old	name_old
13075144	Wolgast, Stadt	13075019	Buddenhagen
13075144	Wolgast, Stadt	13075052	Hohendorf
13076164	Obere Warnow	13076061	Herzberg
13076164	Obere Warnow	13076052	Grebbin
13076048	Goldberg, Stadt	13076031	Diestelow
13076048	Goldberg, Stadt	13076150	Wendisch Waren
13076112	Pinnow	13076045	Godern
13071115	Penzlin, Stadt	13071094	Mallin
13071173	Kuckssee	13071082	Krukow
13071173	Kuckssee	13071086	Lapitz
13071173	Kuckssee	13071121	Puchow
13075115	Rollwitz	13075024	Damerow
13075115	Rollwitz	13075153	Züsedom
13075055	Jatznick	13075014	Blumenhagen
13075055	Jatznick	13075062	Klein Luckow
13071174	Dratow-Schloen	13071051	Groß Dratow
13071174	Dratow-Schloen	13071129	Schloen
14521390	Marienberg, Stadt	14521390	Marienberg, Stadt
14521390	Marienberg, Stadt	14521480	Pobershau
14522440	Oederan, Stadt	14522160	Frankenstein
14522440	Oederan, Stadt	14522440	Oederan, Stadt
14625030	Bernsdorf, Stadt	14625030	Bernsdorf, Stadt
14625030	Bernsdorf, Stadt	14625620	Wiednitz
14729245	Lossatal	14729130	Falkenhain
14729245	Lossatal	14729200	Hohburg
14522035	Bobritzsch-Hilbersdorf	14522030	Bobritzsch
14522180	Freiberg, Stadt	14522180	Freiberg, Stadt
14522035	Bobritzsch-Hilbersdorf	14522270	Hilbersdorf
14522180	Freiberg, Stadt	14522270	Hilbersdorf
14522310	Leisnig, Stadt	14522040	Bockelwitz
14729350	Pegau, Stadt	14729210	Kitzen
14729160	Grimma, Stadt	14729280	Mutzschen, Stadt
14627110	Lampertswalde	14627320	Weißig a. Raschütz
14628030	Bad Schandau, Stadt	14628280	Porschdorf
16066064	Schwallungen	16066064	Schwallungen
16069039	Sachsenbrunn	16069039	Sachsenbrunn
16074116	Schkölen, Stadt	16074116	Schkölen, Stadt
16075116	Triptis, Stadt	16075082	Pillingsdorf
16076084	Wünschendorf/Elster	16076084	Wünschendorf/Elster
16077044	Starkenberg	16077013	Großröda
16062065	Harztor	16062022	Ilfeld
16062065	Harztor	16062038	Niedersachswerfen
16066015	Christes	16066015	Christes
16066016	Dillstädt	16066016	Dillstädt
16066038	Kühndorf	16066038	Kühndorf
16066058	Rohr	16066058	Rohr
16066065	Schwarza	16066065	Schwarza
16066079	Utendorf	16066079	Utendorf
16066094	Grabfeld	16066003	Bauerbach
16066005	Belrieth	16066005	Belrieth
16066017	Einhausen	16066017	Einhausen
16066018	Ellingshausen	16066018	Ellingshausen
16066039	Leutersdorf	16066039	Leutersdorf
16066045	Neubrunn	16066045	Neubrunn
16066049	Obermaßfeld-Grimmenthal	16066049	Obermaßfeld-Grimmenthal
16066057	Ritschenhausen	16066057	Ritschenhausen
16066081	Vachdorf	16066081	Vachdorf
16066088	Wölfershausen	16066088	Wölfershausen
16072023	Frankenblick	16072002	Effelder-Rauenstein
16072023	Frankenblick	16072012	Mengersgereuth-Hämmern
16076004	Berga/Elster, Stadt	16076004	Berga/Elster, Stadt
16076093	Mohlsdorf-Teichwolframsdorf	16076047	Mohlsdorf
16076093	Mohlsdorf-Teichwolframsdorf	16076075	Teichwolframsdorf
05122000	Solingen, Klingenstadt	05122000	Solingen, Stadt
05166004	Brüggen, Burggemeinde	05166004	Brüggen
05362032	Kerpen, Kolpingstadt	05362032	Kerpen, Stadt
05374016	Hückeswagen, Schloss-Stadt	05374016	Hückeswagen, Stadt
05374052	Wipperfürth, Hansestadt	05374052	Wipperfürth, Stadt
05566080	Saerbeck, NRW-Klimakommune	05566080	Saerbeck
05758008	Enger, Widukindstadt	05758008	Enger, Stadt
05762036	Warburg, Hansestadt	05762036	Warburg, Stadt
05774024	Hövelhof, Sennegemeinde	05774024	Hövelhof
05914000	Hagen, Stadt der FernUniversität	05914000	Hagen, Stadt
05966004	Attendorn, Hansestadt	05966004	Attendorn, Stadt
05122000	Solingen, Klingenstadt	05122000	Solingen, Stadt
05970040	Siegen, Universitätsstadt	05970040	Siegen, Stadt
05978028	Schwerte, Hansestadt an der Ruhr	05978028	Schwerte, Stadt
05554064	Velen, Stadt	05554064	Velen
05334032	Stolberg (Rhld.), Kupferstadt	05334032	Stolberg (Rhld.), Stadt
05374036	Radevormwald, Stadt auf der Höhe	05374036	Radevormwald, Stadt
05566024	Horstmar, Stadt der Burgmannshöfe	05566024	Horstmar, Stadt
05762012	Borgentreich, Orgelstadt	05762012	Borgentreich, Stadt
05766052	Lügde, Stadt der Osterräder	05766052	Lügde, Stadt
05954004	Breckerfeld, Hansestadt	05954004	Breckerfeld, Stadt
05954008	Ennepetal, Stadt der Kluterthöhle	05954008	Ennepetal, Stadt
05958028	Medebach, Hansestadt	05958028	Medebach, Stadt
05958032	Meschede, Kreis- und  Hochschulstadt	05958032	Meschede, Stadt
06440005	Butzbach, Friedrich-Ludwig-Weidig-Stadt	06440005	Butzbach, Stadt
06435007	Erlensee, Stadt	06435007	Erlensee
07141023	Dachsenhausen	07141023	Dachsenhausen
07141042	Filsen	07141042	Filsen
07141066	Kamp-Bornhofen	07141066	Kamp-Bornhofen
07141108	Osterspai	07141108	Osterspai
07141501	Braubach, Stadt	07141501	Braubach, Stadt
07141004	Auel	07141004	Auel
07141016	Bornich	07141016	Bornich
07141024	Dahlheim	07141024	Dahlheim
07141031	Dörscheid	07141031	Dörscheid
07141069	Kaub, Stadt	07141069	Kaub, Stadt
07141072	Kestert	07141072	Kestert
07141079	Lierschied	07141079	Lierschied
07141083	Lykershausen	07141083	Lykershausen
07141099	Nochern	07141099	Nochern
07141109	Patersberg	07141109	Patersberg
07141112	Prath	07141112	Prath
07141114	Reichenberg	07141114	Reichenberg
07141115	Reitzenhain	07141115	Reitzenhain
07141121	Sankt Goarshausen, Loreleystadt, Stadt	07141121	Sankt Goarshausen, Loreleystadt, Stadt
07141122	Sauerthal	07141122	Sauerthal
07141136	Weisel	07141136	Weisel
07141138	Weyer	07141138	Weyer
13075082	Loitz, Stadt	13075030	Düvier
14627100	Klipphausen	14627300	Triebischtal
15086140	Möckern, Stadt	15086140	Möckern, Stadt
15086040	Genthin, Stadt	15086210	Schopsdorf
14628360	Sebnitz, Stadt	14628200	Kirnitzschtal
14628360	Sebnitz, Stadt	14628360	Sebnitz, Stadt
14521390	Marienberg, Stadt	14521680	Zöblitz, Stadt
14628205	Klingenberg	14628180	Höckendorf
14628205	Klingenberg	14628290	Pretzschendorf
16063004	Barchfeld	16063041	Immelborn
16063099	Bad Liebenstein, Stadt	16063073	Steinbach
16063099	Bad Liebenstein, Stadt	16063069	Schweina
16063099	Bad Liebenstein, Stadt	16063002	Bad Liebenstein, Stadt
16064075	Vogtei	16064049	Niederdorla
16064075	Vogtei	16064039	Langula
16064075	Vogtei	16064051	Oberdorla
16064032	Kammerforst	16064032	Kammerforst
16064053	Oppershausen	16064053	Oppershausen
16065085	Kyffhäuserland	16065027	Günserode
16065085	Kyffhäuserland	16065066	Seega
16065085	Kyffhäuserland	16065062	Rottleben
16065085	Kyffhäuserland	16065021	Göllingen
16065085	Kyffhäuserland	16065004	Badra
16065085	Kyffhäuserland	16065006	Bendeleben
16065085	Kyffhäuserland	16065029	Hachelbich
16065085	Kyffhäuserland	16065068	Steinthaleben
16065051	Oberbösa	16065051	Oberbösa
16068034	Kölleda, Stadt	16068018	Großmonra
16069062	Römhild, Stadt	16069055	Westenfeld
16069062	Römhild, Stadt	16069031	Mendhausen
16069062	Römhild, Stadt	16069032	Milz
16069062	Römhild, Stadt	16069018	Haina
16069062	Römhild, Stadt	16069038	Römhild, Stadt
16069062	Römhild, Stadt	16069014	Gleichamberg
16069043	Schleusingen, Stadt	16069043	Schleusingen, Stadt
16069048	St.Kilian	16069048	St.Kilian
16070028	Ichtershausen	16070051	Wachsenburggemeinde
16070028	Amt Wachsenburg	16070028	Ichtershausen
16071004	Bad Sulza, Stadt	16071018	Flurstedt
16071004	Bad Sulza, Stadt	16071078	Reisdorf
16071004	Bad Sulza, Stadt	16071094	Wickerstedt
16071004	Bad Sulza, Stadt	16071002	Auerstedt
16071004	Bad Sulza, Stadt	16071021	Gebstedt
16072013	Neuhaus am Rennweg, Stadt	16072017	Siegmundsburg
16072013	Neuhaus am Rennweg, Stadt	16072016	Scheibe-Alsbach
16073112	Königsee-Rottenbach, Stadt	16073042	Königsee, Stadt
16073112	Königsee-Rottenbach, Stadt	16073075	Rottenbach
16076022	Greiz, Stadt	16076091	Vogtländisches Oberland
16076087	Zeulenroda-Triebes, Stadt	16076091	Vogtländisches Oberland
16077036	Nobitz	16077056	Saara
