ags_new	name_new	ags_old	name_old
15082241	Muldestausee	15082090	Friedersdorf
15082241	Muldestausee	15082235	Mühlbeck
15082241	Muldestausee	15082040	Burgkemnitz
15082241	Muldestausee	15082120	Gossa
15082241	Muldestausee	15082130	Gröbern
15082241	Muldestausee	15082185	Krina
15082241	Muldestausee	15082240	Muldenstein
15082241	Muldestausee	15082270	Plodda
15082241	Muldestausee	15082280	Pouch
15082241	Muldestausee	15082335	Rösa
15082241	Muldestausee	15082355	Schlaitz
15082241	Muldestausee	15082365	Schwemsal
15082256	Osternienburger Land	15082045	Chörau
15082256	Osternienburger Land	15082055	Diebzig
15082256	Osternienburger Land	15082065	Dornbock
15082256	Osternienburger Land	15082070	Drosa
15082256	Osternienburger Land	15082080	Elsnigk
15082256	Osternienburger Land	15082145	Großpaschleben
15082256	Osternienburger Land	15082175	Kleinpaschleben
15082256	Osternienburger Land	15082195	Libbesdorf
15082256	Osternienburger Land	15082225	Micheln
15082256	Osternienburger Land	15082255	Osternienburg
15082256	Osternienburger Land	15082305	Reppichau
15082256	Osternienburger Land	15082395	Trinum
15082256	Osternienburger Land	15082415	Wulfen
15082256	Osternienburger Land	15082420	Zabitz
15082301	Raguhn-Jeßnitz, Stadt	15082010	Altjeßnitz
15082301	Raguhn-Jeßnitz, Stadt	15082165	Jeßnitz (Anhalt), Stadt
15082301	Raguhn-Jeßnitz, Stadt	15082215	Marke
15082301	Raguhn-Jeßnitz, Stadt	15082300	Raguhn, Stadt
15082301	Raguhn-Jeßnitz, Stadt	15082310	Retzau
15082301	Raguhn-Jeßnitz, Stadt	15082350	Schierau
15082301	Raguhn-Jeßnitz, Stadt	15082380	Thurland
15082301	Raguhn-Jeßnitz, Stadt	15082385	Tornau vor der Heide
15082377	Südliches Anhalt, Stadt	15082075	Edderitz
15082377	Südliches Anhalt, Stadt	15082085	Fraßdorf
15082377	Südliches Anhalt, Stadt	15082100	Glauzig
15082115	Görzig	15082115	Görzig
15082135	Gröbzig, Stadt	15082135	Gröbzig, Stadt
15082377	Südliches Anhalt, Stadt	15082140	Großbadegast
15082377	Südliches Anhalt, Stadt	15082155	Hinsdorf
15082377	Südliches Anhalt, Stadt	15082200	Libehna
15082377	Südliches Anhalt, Stadt	15082210	Maasdorf
15082377	Südliches Anhalt, Stadt	15082220	Meilendorf
15082265	Piethen	15082265	Piethen
15082377	Südliches Anhalt, Stadt	15082285	Prosigk
15082377	Südliches Anhalt, Stadt	15082290	Quellendorf
15082377	Südliches Anhalt, Stadt	15082295	Radegast, Stadt
15082377	Südliches Anhalt, Stadt	15082320	Reupzig
15082377	Südliches Anhalt, Stadt	15082325	Riesdorf
15082377	Südliches Anhalt, Stadt	15082345	Scheuder
15082377	Südliches Anhalt, Stadt	15082390	Trebbichau an der Fuhne
15082377	Südliches Anhalt, Stadt	15082405	Weißandt-Gölzau
15082377	Südliches Anhalt, Stadt	15082410	Wieskau
15082377	Südliches Anhalt, Stadt	15082425	Zehbitz
15083030	Angern	15083030	Angern
15083030	Angern	15083080	Bertingen
15083557	Westheide	15083090	Born
15083120	Burgstall	15083120	Burgstall
15083130	Colbitz	15083130	Colbitz
15083120	Burgstall	15083135	Cröchern
15083120	Burgstall	15083145	Dolle
15083361	Loitsche-Heinrichsberg	15083280	Heinrichsberg
15083557	Westheide	15083290	Hillersleben
15083361	Loitsche-Heinrichsberg	15083360	Loitsche
15083030	Angern	15083365	Mahlwinkel
15083557	Westheide	15083385	Neuenhofe
15083440	Rogätz	15083440	Rogätz
15083120	Burgstall	15083450	Sandbeiendorf
15083030	Angern	15083555	Wenddorf
15083580	Zielitz	15083580	Zielitz
15083323	Ingersleben	15083010	Alleringersleben
15083020	Altenhausen	15083020	Altenhausen
15083205	Erxleben	15083050	Bartensleben
15083060	Beendorf	15083060	Beendorf
15083230	Flechtingen	15083065	Behnsdorf
15083230	Flechtingen	15083070	Belsdorf
15083230	Flechtingen	15083085	Böddensell
15083115	Bülstringen	15083115	Bülstringen
15083411	Oebisfelde-Weferlingen, Stadt	15083140	Döhren
15083323	Ingersleben	15083195	Eimersleben
15083020	Altenhausen	15083200	Emden
15083205	Erxleben	15083205	Erxleben
15083411	Oebisfelde-Weferlingen, Stadt	15083210	Eschenrode
15083220	Everingen	15083220	Everingen
15083230	Flechtingen	15083230	Flechtingen
15083205	Erxleben	15083265	Hakenstedt
15083411	Oebisfelde-Weferlingen, Stadt	15083295	Hödingen
15083411	Oebisfelde-Weferlingen, Stadt	15083315	Hörsingen
15083020	Altenhausen	15083330	Ivenrode
15083323	Ingersleben	15083380	Morsleben
15083323	Ingersleben	15083420	Ostingersleben
15083411	Oebisfelde-Weferlingen, Stadt	15083465	Schwanefeld
15083411	Oebisfelde-Weferlingen, Stadt	15083475	Seggerde
15083411	Oebisfelde-Weferlingen, Stadt	15083480	Siestedt
15083495	Süplingen	15083495	Süplingen
15083205	Erxleben	15083500	Uhrsleben
15083411	Oebisfelde-Weferlingen, Stadt	15083525	Walbeck
15083411	Oebisfelde-Weferlingen, Stadt	15083540	Weferlingen, Flecken
15083125	Calvörde	15083075	Berenbrock
15083411	Oebisfelde-Weferlingen, Stadt	15083100	Bösdorf
15083125	Calvörde	15083155	Dorst
15083411	Oebisfelde-Weferlingen, Stadt	15083185	Eickendorf
15083411	Oebisfelde-Weferlingen, Stadt	15083215	Etingen
15083125	Calvörde	15083240	Grauingen
15083411	Oebisfelde-Weferlingen, Stadt	15083335	Kathendorf
15083125	Calvörde	15083350	Klüden
15083125	Calvörde	15083370	Mannhausen
15083411	Oebisfelde-Weferlingen, Stadt	15083410	Oebisfelde, Stadt
15083411	Oebisfelde-Weferlingen, Stadt	15083435	Rätzlingen
15083125	Calvörde	15083510	Velsdorf
15083125	Calvörde	15083545	Wegenstedt
15083115	Bülstringen	15083560	Wieglitz
15083125	Calvörde, Flecken	15083585	Zobbenitz
15083320	Hötensleben	15083045	Barneberg
15083160	Drackenstedt	15083160	Drackenstedt
15083170	Druxberge	15083170	Druxberge
15083190	Eilsleben	15083190	Eilsleben
15083275	Harbke	15083275	Harbke
15083320	Hötensleben	15083320	Hötensleben
15083485	Sommersdorf	15083375	Marienborn
15083425	Ovelgünne	15083425	Ovelgünne
15083485	Sommersdorf	15083485	Sommersdorf
15083505	Ummendorf	15083505	Ummendorf
15083515	Völpke	15083515	Völpke
15083535	Wefensleben	15083535	Wefensleben
15083190	Eilsleben	15083570	Wormsdorf
15083025	Am Großen Bruch	15083025	Am Großen Bruch
15083035	Ausleben	15083035	Ausleben
15083245	Gröningen, Stadt	15083245	Gröningen, Stadt
15083355	Kroppenstedt, Stadt	15083355	Kroppenstedt, Stadt
15083520	Wackersleben	15083520	Wackersleben
15083025	Am Großen Bruch	15083575	Wulferstedt
15083298	Hohe Börde	15083005	Ackendorf
15083298	Hohe Börde	15083055	Bebertal
15083095	Bornstedt	15083095	Bornstedt
15083298	Hohe Börde	15083180	Eichenbarleben
15083298	Hohe Börde	15083255	Groß Santersleben
15083298	Hohe Börde	15083285	Hermsdorf
15083298	Hohe Börde	15083305	Hohenwarsleben
15083298	Hohe Börde	15083325	Irxleben
15083298	Hohe Börde	15083395	Niederndodeleben
15083298	Hohe Börde	15083400	Nordgermersleben
15083298	Hohe Börde	15083405	Ochtmersleben
15083445	Rottmersleben	15083445	Rottmersleben
15083298	Hohe Börde	15083455	Schackensleben
15083298	Hohe Börde	15083550	Wellen
15083531	Wanzleben-Börde, Stadt	15083105	Bottmersdorf
15083531	Wanzleben-Börde, Stadt	15083150	Domersleben
15083531	Wanzleben-Börde, Stadt	15083165	Dreileben
15083531	Wanzleben-Börde, Stadt	15083175	Eggenstedt
15083531	Wanzleben-Börde, Stadt	15083250	Groß Rodensleben
15083531	Wanzleben-Börde, Stadt	15083300	Hohendodeleben
15083531	Wanzleben-Börde, Stadt	15083340	Klein Rodensleben
15083345	Klein Wanzleben	15083345	Klein Wanzleben
15083531	Wanzleben-Börde, Stadt	15083470	Seehausen, Stadt
15083531	Wanzleben-Börde, Stadt	15083530	Wanzleben, Stadt
15083415	Oschersleben (Bode), Stadt	15083430	Peseckendorf
15084207	Gutenborn	15084035	Bergisdorf
15084565	Wetterzeube	15084045	Breitenbach
15084442	Schnaudertal	15084050	Bröckau
15084275	Kretzschau	15084105	Döschwitz
15084207	Gutenborn	15084110	Droßdorf
15084115	Droyßig	15084115	Droyßig
15084275	Kretzschau	15084175	Grana
15084565	Wetterzeube	15084210	Haynsburg
15084207	Gutenborn	15084225	Heuckewalde
15084275	Kretzschau	15084275	Kretzschau
15084207	Gutenborn	15084430	Schellbach
15084115	Droyßig	15084545	Weißenborn
15084565	Wetterzeube	15084565	Wetterzeube
15084442	Schnaudertal	15084575	Wittgendorf
15084170	Goseck	15084170	Goseck
15084025	Balgstädt	15084025	Balgstädt
15084135	Freyburg (Unstrut), Stadt	15084135	Freyburg (Unstrut), Stadt
15084150	Gleina	15084150	Gleina
15084250	Karsdorf	15084250	Karsdorf
15084285	Laucha an der Unstrut, Stadt	15084285	Laucha an der Unstrut, Stadt
15084360	Nebra (Unstrut), Stadt	15084360	Nebra (Unstrut), Stadt
15084410	Reinsdorf	15084410	Reinsdorf
15084355	Naumburg (Saale), Stadt	15084020	Bad Kösen, Stadt
15084341	Molauer Land	15084005	Abtlöbnitz
15084341	Molauer Land	15084080	Casekirchen
15084355	Naumburg (Saale), Stadt	15084085	Crölpa-Löbschütz
15084560	Wethau	15084145	Gieckau
15084375	Osterfeld, Stadt	15084155	Goldschau
15084335	Mertendorf	15084165	Görschen
15084375	Osterfeld, Stadt	15084215	Heidegrund
15084355	Naumburg (Saale), Stadt	15084240	Janisroda
15084341	Molauer Land	15084290	Leislau
15084335	Mertendorf	15084300	Löbitz
15084013	Anhalt Süd	15084325	Meineweh
15084335	Mertendorf	15084335	Mertendorf
15084341	Molauer Land	15084340	Molau
15084375	Osterfeld, Stadt	15084375	Osterfeld, Stadt
15084013	Anhalt Süd	15084390	Pretzsch
15084355	Naumburg (Saale), Stadt	15084395	Prießnitz
15084445	Schönburg	15084445	Schönburg
15084470	Stößen, Stadt	15084470	Stößen, Stadt
15084013	Anhalt Süd	15084520	Unterkaka
15084375	Osterfeld, Stadt	15084530	Waldau
15084560	Wethau	15084560	Wethau
15084235	Hohenmölsen, Stadt	15084180	Granschütz
15084235	Hohenmölsen, Stadt	15084480	Taucha
15084550	Weißenfels, Stadt	15084515	Uichteritz
15084550	Weißenfels, Stadt	15084280	Langendorf
15084550	Weißenfels, Stadt	15084320	Markwerben
15084590	Zeitz, Stadt	15084310	Luckenau
15084590	Zeitz, Stadt	15084500	Theißen
15084590	Zeitz, Stadt	15084590	Zeitz, Stadt
15084315	Lützen, Stadt	15084195	Großgörschen
15084315	Lützen, Stadt	15084350	Muschwitz
15084315	Lützen, Stadt	15084385	Poserna
15084315	Lützen, Stadt	15084415	Rippach
15084315	Lützen, Stadt	15084455	Starsiedel
15085040	Ballenstedt, Stadt	15085040	Ballenstedt, Stadt
15085090	Ditfurt	15085090	Ditfurt
15085287	Selke-Aue	15085155	Hausneindorf
15085160	Hedersleben	15085160	Hedersleben
15085287	Selke-Aue	15085170	Heteborn
15085040	Ballenstedt, Stadt	15085240	Radisleben
15085287	Selke-Aue	15085360	Wedderstedt
15085125	Groß Quenstedt	15085125	Groß Quenstedt
15085140	Harsleben	15085140	Harsleben
15085285	Schwanebeck, Stadt	15085225	Nienhagen
15085285	Schwanebeck, Stadt	15085285	Schwanebeck, Stadt
15085365	Wegeleben, Stadt	15085365	Wegeleben, Stadt
15085055	Blankenburg (Harz), Stadt	15085055	Blankenburg (Harz), Stadt
15085055	Blankenburg (Harz), Stadt	15085065	Cattenstedt
15085055	Blankenburg (Harz), Stadt	15085165	Heimburg
15085055	Blankenburg (Harz), Stadt	15085180	Hüttenrode
15085055	Blankenburg (Harz), Stadt	15085335	Timmenrode
15085055	Blankenburg (Harz), Stadt	15085380	Wienrode
15085135	Halberstadt, Stadt	15085020	Aspenstedt
15085135	Halberstadt, Stadt	15085025	Athenstedt
15085227	Nordharz	15085075	Danstedt
15085135	Halberstadt, Stadt	15085205	Langenstein
15085135	Halberstadt, Stadt	15085260	Sargstedt
15085135	Halberstadt, Stadt	15085320	Ströbeck, Schachdorf
15085227	Nordharz	15085005	Abbenrode
15085055	Blankenburg (Harz), Stadt	15085085	Derenburg, Stadt
15085227	Nordharz	15085175	Heudeber
15085227	Nordharz	15085200	Langeln
15085370	Wernigerode, Stadt	15085245	Reddeber
15085227	Nordharz	15085280	Schmatzfeld
15085227	Nordharz	15085300	Stapelburg
15085227	Nordharz	15085345	Veckenstedt
15085227	Nordharz	15085350	Wasserleben
15085228	Oberharz am Brocken, Stadt	15085100	Elbingerode (Harz), Stadt
15085010	Allrode	15085010	Allrode
15085228	Oberharz am Brocken, Stadt	15085045	Benneckenstein (Harz), Stadt
15085228	Oberharz am Brocken, Stadt	15085105	Elend
15085228	Oberharz am Brocken, Stadt	15085150	Hasselfelde, Stadt
15085228	Oberharz am Brocken, Stadt	15085295	Sorge
15085228	Oberharz am Brocken, Stadt	15085310	Stiege
15085228	Oberharz am Brocken, Stadt	15085325	Tanne
15085230	Osterwieck, Stadt	15085030	Aue-Fallstein
15085230	Osterwieck, Stadt	15085050	Berßel
15085230	Osterwieck, Stadt	15085060	Bühne
15085230	Osterwieck, Stadt	15085210	Lüttgenrode
15085230	Osterwieck, Stadt	15085230	Osterwieck, Stadt
15085230	Osterwieck, Stadt	15085250	Rhoden
15085230	Osterwieck, Stadt	15085265	Schauen
15085230	Osterwieck, Stadt	15085385	Wülperode
15086140	Möckern, Stadt	15086030	Drewitz
15086140	Möckern, Stadt	15086060	Grabow
15086140	Möckern, Stadt	15086110	Krüssau
15086140	Möckern, Stadt	15086185	Rietzel
15086140	Möckern, Stadt	15086255	Wüstenjerichow
15086005	Biederitz	15086005	Biederitz
15086005	Biederitz	15086045	Gerwisch
15086005	Biederitz	15086065	Gübs
15086145	Möser	15086075	Hohenwarthe
15086005	Biederitz	15086100	Königsborn
15086145	Möser	15086105	Körbelitz
15086145	Möser	15086125	Lostau
15086145	Möser	15086145	Möser
15086145	Möser	15086160	Pietzpuhl
15086145	Möser	15086200	Schermen
15086005	Biederitz	15086245	Woltersdorf
15086080	Jerichow, Stadt	15086010	Brettin
15086080	Jerichow, Stadt	15086020	Demsin
15086080	Jerichow, Stadt	15086080	Jerichow, Stadt
15086080	Jerichow, Stadt	15086085	Kade
15086080	Jerichow, Stadt	15086090	Karow
15086080	Jerichow, Stadt	15086095	Klitsche
15086080	Jerichow, Stadt	15086150	Nielebock
15086080	Jerichow, Stadt	15086170	Redekin
15086080	Jerichow, Stadt	15086195	Roßdorf
15086080	Jerichow, Stadt	15086205	Schlagenthin
15086080	Jerichow, Stadt	15086250	Wulkow
15086080	Jerichow, Stadt	15086260	Zabakuck
15087015	Allstedt, Stadt	15087015	Allstedt, Stadt
15087015	Allstedt, Stadt	15087060	Beyernaumburg
15087015	Allstedt, Stadt	15087135	Emseloh
15087015	Allstedt, Stadt	15087225	Holdenstedt
15087015	Allstedt, Stadt	15087245	Katharinenrieth
15087015	Allstedt, Stadt	15087265	Liedersdorf
15087015	Allstedt, Stadt	15087285	Mittelhausen
15087015	Allstedt, Stadt	15087300	Niederröblingen (Helme)
15087015	Allstedt, Stadt	15087305	Nienstedt
15087015	Allstedt, Stadt	15087315	Pölsfeld
15087015	Allstedt, Stadt	15087395	Sotterhausen
15087475	Winkel	15087475	Winkel
15087015	Allstedt, Stadt	15087485	Wolferstedt
15087130	Eisleben, Lutherstadt	15087105	Burgsdorf
15087130	Eisleben, Lutherstadt	15087130	Eisleben, Lutherstadt
15087130	Eisleben, Lutherstadt	15087195	Hedersleben
15087031	Arnstein, Stadt	15087020	Alterode
15087030	Arnstedt	15087030	Arnstedt
15087031	Arnstein, Stadt	15087080	Bräunrode
15087031	Arnstein, Stadt	15087170	Greifenhagen
15087031	Arnstein, Stadt	15087185	Harkerode
15087031	Arnstein, Stadt	15087320	Quenstedt
15087031	Arnstein, Stadt	15087365	Sandersleben (Anhalt), Stadt
15087031	Arnstein, Stadt	15087400	Stangerode
15087031	Arnstein, Stadt	15087415	Sylda
15087031	Arnstein, Stadt	15087430	Ulzigerode
15087031	Arnstein, Stadt	15087450	Welbsleben
15087465	Wiederstedt	15087465	Wiederstedt
15087165	Gerbstedt, Stadt	15087040	Augsdorf
15087145	Freist	15087145	Freist
15087150	Friedeburg (Saale)	15087150	Friedeburg (Saale)
15087165	Gerbstedt, Stadt	15087155	Friedeburgerhütte
15087165	Gerbstedt, Stadt	15087165	Gerbstedt, Stadt
15087200	Heiligenthal	15087200	Heiligenthal
15087165	Gerbstedt, Stadt	15087235	Hübitz
15087165	Gerbstedt, Stadt	15087240	Ihlewitz
15087165	Gerbstedt, Stadt	15087355	Rottelsdorf
15087165	Gerbstedt, Stadt	15087390	Siersleben
15087165	Gerbstedt, Stadt	15087455	Welfesholz
15087165	Gerbstedt, Stadt	15087490	Zabenstedt
15087386	Seegebiet Mansfelder Land	15087025	Amsdorf
15087386	Seegebiet Mansfelder Land	15087035	Aseleben
15087110	Dederstedt	15087110	Dederstedt
15087386	Seegebiet Mansfelder Land	15087140	Erdeborn
15087386	Seegebiet Mansfelder Land	15087230	Hornburg
15087386	Seegebiet Mansfelder Land	15087270	Lüttchendorf
15087386	Seegebiet Mansfelder Land	15087295	Neehausen
15087386	Seegebiet Mansfelder Land	15087345	Röblingen am See
15087386	Seegebiet Mansfelder Land	15087385	Seeburg
15087386	Seegebiet Mansfelder Land	15087405	Stedten
15087386	Seegebiet Mansfelder Land	15087445	Wansleben am See
15087412	Südharz	15087050	Bennungen
15087412	Südharz	15087090	Breitenstein
15087412	Südharz	15087095	Breitungen
15087412	Südharz	15087115	Dietersdorf
15087412	Südharz	15087120	Drebsdorf
15087412	Südharz	15087180	Hainrode
15087412	Südharz	15087190	Hayn (Harz)
15087412	Südharz	15087255	Kleinleinungen
15087412	Südharz	15087325	Questenberg
15087412	Südharz	15087350	Roßla
15087412	Südharz	15087360	Rottleberode
15087412	Südharz	15087380	Schwenda
15087410	Stolberg (Harz), Stadt	15087410	Stolberg (Harz), Stadt
15087412	Südharz	15087425	Uftrungen
15087460	Wickerode	15087460	Wickerode
15087055	Berga	15087055	Berga
15087101	Brücken-Hackpfüffel	15087101	Brücken-Hackpfüffel
15087125	Edersleben	15087125	Edersleben
15087250	Kelbra (Kyffhäuser), Stadt	15087250	Kelbra (Kyffhäuser), Stadt
15087440	Wallhausen	15087440	Wallhausen
15087010	Ahlsdorf	15087010	Ahlsdorf
15087045	Benndorf	15087045	Benndorf
15087070	Blankenheim	15087070	Blankenheim
15087075	Bornstedt	15087075	Bornstedt
15087205	Helbra	15087205	Helbra
15087210	Hergisdorf	15087210	Hergisdorf
15087260	Klostermansfeld	15087260	Klostermansfeld
15087470	Wimmelburg	15087470	Wimmelburg
15088020	Bad Dürrenberg, Stadt	15088020	Bad Dürrenberg, Stadt
15088020	Bad Dürrenberg, Stadt	15088245	Nempitz
15088020	Bad Dürrenberg, Stadt	15088370	Tollwitz
15088025	Bad Lauchstädt, Goethestadt	15088025	Bad Lauchstädt, Goethestadt
15088025	Bad Lauchstädt, Goethestadt	15088225	Milzau
15088355	Steigra	15088005	Albersroda
15088100	Farnstädt	15088010	Alberstedt
15088030	Barnstädt	15088030	Barnstädt
15088265	Obhausen	15088095	Esperstedt
15088100	Farnstädt	15088100	Farnstädt
15088250	Nemsdorf-Göhrendorf	15088250	Nemsdorf-Göhrendorf
15088265	Obhausen	15088265	Obhausen
15088340	Schraplau, Stadt	15088340	Schraplau, Stadt
15088355	Steigra	15088355	Steigra
15088220	Merseburg, Stadt	15088115	Geusa
15088220	Merseburg, Stadt	15088220	Merseburg, Stadt
15088235	Mücheln (Geiseltal), Stadt	15088235	Mücheln (Geiseltal), Stadt
15088235	Mücheln (Geiseltal), Stadt	15088275	Oechlitz
15088015	Angersdorf	15088015	Angersdorf
15088365	Teutschenthal	15088085	Dornstedt
15088365	Teutschenthal	15088200	Langenbogen
15088365	Teutschenthal	15088360	Steuden
15088365	Teutschenthal	15088365	Teutschenthal
15088330	Schkopau	15088375	Wallendorf (Luppe)
15088295	Petersberg	15088050	Brachstedt
15088295	Petersberg	15088125	Götschetal
15088295	Petersberg	15088180	Krosigk
15088295	Petersberg	15088190	Kütten
15088295	Petersberg	15088230	Morl
15088295	Petersberg	15088285	Ostrau
15088295	Petersberg	15088295	Petersberg
15088319	Salzatal	15088035	Beesenstedt
15088319	Salzatal	15088040	Bennstedt
15088319	Salzatal	15088105	Fienstedt
15088319	Salzatal	15088140	Höhnstedt
15088319	Salzatal	15088160	Kloschwitz
15088319	Salzatal	15088210	Lieskau
15088319	Salzatal	15088320	Salzmünde
15088319	Salzatal	15088335	Schochwitz
15088319	Salzatal	15088385	Zappendorf
15088195	Landsberg, Stadt	15088260	Niemberg
15088195	Landsberg, Stadt	15088280	Oppin
15088195	Landsberg, Stadt	15088345	Schwerz
15089005	Alsleben (Saale), Stadt	15089005	Alsleben (Saale), Stadt
15089165	Güsten, Stadt	15089165	Güsten, Stadt
15089185	Ilberstedt	15089185	Ilberstedt
15089245	Plötzkau	15089245	Plötzkau
15089015	Aschersleben, Stadt	15089295	Schackstedt
15089130	Giersleben	15089130	Giersleben
15089175	Hecklingen, Stadt	15089175	Hecklingen, Stadt
15089165	Güsten, Stadt	15089010	Amesdorf
15089310	Staßfurt, Stadt	15089310	Staßfurt, Stadt
15089030	Bernburg (Saale), Stadt	15089030	Bernburg (Saale), Stadt
15089030	Bernburg (Saale), Stadt	15089145	Gröna
15089030	Bernburg (Saale), Stadt	15089020	Baalberge
15089030	Bernburg (Saale), Stadt	15089035	Biendorf
15089195	Könnern, Stadt	15089060	Cörmigk
15089195	Könnern, Stadt	15089070	Edlau
