name	area	pop_sum	pop_m	pop_w	pop_p_km2	plz	lat	lng	urb_key	urb_class	ags_new_x	ags_new_y	name_new	ags_old	name_old
Kellenhusen (Ostsee)	8,17	1037,0	488,0	549,0	127,0	23743	11,060024	54,190749	03	gering besiedelt	01055025				
Malente	69,06	10493,0	5084,0	5409,0	152,0	23714	10,554871	54,171225	02	mittlere Besiedlungsdichte	01055028				
Neustadt in Holstein, Stadt	19,74	15041,0	7060,0	7981,0	762,0	23730	10,816351	54,10563	02	mittlere Besiedlungsdichte	01055032				
Oldenburg in Holstein, Stadt	39,68	9771,0	4762,0	5009,0	246,0	23758	10,888426	54,293148	02	mittlere Besiedlungsdichte	01055033				
Ratekau	59,61	15283,0	7433,0	7850,0	256,0	23626	10,735075	53,947822	02	mittlere Besiedlungsdichte	01055035				
Stockelsdorf	56,7	16800,0	8191,0	8609,0	296,0	23617	10,649799	53,889315	02	mittlere Besiedlungsdichte	01055040				
Süsel	75,31	5108,0	2538,0	2570,0	68,0	23701	10,717998	54,076679	03	gering besiedelt	01055041				
Timmendorfer Strand	20,13	8864,0	4216,0	4648,0	440,0	23669	10,771082	53,995741	02	mittlere Besiedlungsdichte	01055042				
Scharbeutz	52,53	10908,0	5250,0	5658,0	208,0	23683	10,750232	54,022793	02	mittlere Besiedlungsdichte	01055044				
Fehmarn, Stadt	185,48	12467,0	6111,0	6356,0	67,0	23769	11,197614	54,4387	03	gering besiedelt	01055046				
Göhl	21,2	1133,0	561,0	572,0	53,0	23758	10,941851	54,284726	03	gering besiedelt	01055014				
Gremersdorf	45,76	1475,0	761,0	714,0	32,0	23758	10,927673	54,332831	03	gering besiedelt	01055015				
Großenbrode	20,98	2160,0	1031,0	1129,0	103,0	23775	11,08427	54,369696	03	gering besiedelt	01055017				
Heringsdorf	29,42	1101,0	565,0	536,0	37,0	23777	11,003697	54,300432	03	gering besiedelt	01055022				
Neukirchen	28,5	1227,0	625,0	602,0	43,0	23779	11,015153	54,323811	03	gering besiedelt	01055031				
Wangels	67,12	2188,0	1125,0	1063,0	33,0	23758	10,763598	54,271569	03	gering besiedelt	01055043				
Beschendorf	8,54	503,0	231,0	272,0	59,0	23738	10,873043	54,182743	03	gering besiedelt	01055006				
Damlos	9,35	646,0	313,0	333,0	69,0	23738	10,907708	54,243016	03	gering besiedelt	01055011				
Harmsdorf	17,82	654,0	330,0	324,0	37,0	23738	10,828509	54,243787	03	gering besiedelt	01055020				
Kabelhorst	5,74	434,0	191,0	243,0	76,0	23738	10,921118	54,215844	03	gering besiedelt	01055023				
Lensahn	27,7	4967,0	2375,0	2592,0	179,0	23738	10,883304	54,217545	03	gering besiedelt	01055027				
Manhagen	9,63	368,0	191,0	177,0	38,0	23738	10,913686	54,194999	03	gering besiedelt	01055029				
Riepsdorf	25,81	943,0	477,0	466,0	37,0	23738	10,969732	54,22536	03	gering besiedelt	01055036				
Altenkrempe	36,64	1102,0	542,0	560,0	30,0	23730	10,825665	54,13298	03	gering besiedelt	01055002				
Kasseedorf	33,77	1452,0	739,0	713,0	43,0	23717	10,72002	54,164947	03	gering besiedelt	01055024				
Schashagen	41,46	2142,0	1065,0	1077,0	52,0	23730	10,883528	54,134271	03	gering besiedelt	01055037				
Schönwalde am Bungsberg	39,06	2569,0	1271,0	1298,0	66,0	23744	10,753453	54,187361	03	gering besiedelt	01055038				
Sierksdorf	19,5	1596,0	791,0	805,0	82,0	23730	10,768366	54,066261	03	gering besiedelt	01055039				
Barmstedt, Stadt	17,17	10184,0	4995,0	5189,0	593,0	25355	9,768595	53,790385	02	mittlere Besiedlungsdichte	01056002				
Bönningstedt	12,05	4554,0	2241,0	2313,0	378,0	25474	9,906377	53,662388	02	mittlere Besiedlungsdichte	01056005				
Elmshorn, Stadt	21,37	48684,0	23701,0	24983,0	2278,0	25335	9,661295	53,757628	02	mittlere Besiedlungsdichte	01056015				
Halstenbek	12,58	17250,0	8335,0	8915,0	1371,0	25469	9,837557	53,633617	02	mittlere Besiedlungsdichte	01056018				
Hasloh	11,07	3568,0	1738,0	1830,0	322,0	25474	9,91173	53,694023	03	gering besiedelt	01056021				
Helgoland	4,2	1400,0	698,0	702,0	333,0	27498	7,887147	54,181561	03	gering besiedelt	01056025				
Pinneberg, Stadt	21,54	42266,0	20488,0	21778,0	1962,0	25421	9,793233	53,660754	02	mittlere Besiedlungsdichte	01056039				
Quickborn, Stadt	43,17	20608,0	10037,0	10571,0	477,0	25451	9,898034	53,728836	02	mittlere Besiedlungsdichte	01056041				
Rellingen	13,18	14089,0	6953,0	7136,0	1069,0	25462	9,829654	53,652131	02	mittlere Besiedlungsdichte	01056043				
Schenefeld, Stadt	9,99	19152,0	9320,0	9832,0	1917,0	22869	9,822462	53,600982	02	mittlere Besiedlungsdichte	01056044				
Tornesch, Stadt	20,61	12946,0	6338,0	6608,0	628,0	25436	9,711965	53,697658	02	mittlere Besiedlungsdichte	01056048				
Uetersen, Stadt	11,43	18101,0	8871,0	9230,0	1584,0	25436	9,662396	53,684196	02	mittlere Besiedlungsdichte	01056049				
Wedel, Stadt	33,82	32890,0	15908,0	16982,0	973,0	22880	9,705419	53,577353	02	mittlere Besiedlungsdichte	01056050				
Klein Nordende	10,79	3295,0	1629,0	1666,0	305,0	25336	9,654218	53,719569	02	mittlere Besiedlungsdichte	01056029				
Klein Offenseth-Sparrieshoop	16,92	2996,0	1494,0	1502,0	177,0	25365	9,690397	53,804948	02	mittlere Besiedlungsdichte	01056030				
Kölln-Reisiek	6,77	3209,0	1574,0	1635,0	474,0	25337	9,697647	53,757477	02	mittlere Besiedlungsdichte	01056031				
Seester	11,57	982,0	496,0	486,0	85,0	25370	9,598071	53,717709	03	gering besiedelt	01056033				
Raa-Besenbek	12,99	587,0	285,0	302,0	45,0	25335	9,597611	53,747963	03	gering besiedelt	01056042				
Seestermühe	23,35	918,0	445,0	473,0	39,0	25371	9,56628	53,704049	03	gering besiedelt	01056045				
Seeth-Ekholt	6,89	845,0	421,0	424,0	123,0	25337	9,732775	53,742874	03	gering besiedelt	01056046				
Bokel	16,02	628,0	318,0	310,0	39,0	25364	9,733886	53,864194	03	gering besiedelt	01056006				
Brande-Hörnerkirchen	13,14	1618,0	798,0	820,0	123,0	25364	9,705145	53,855084	03	gering besiedelt	01056010				
Osterhorn	6,38	414,0	205,0	209,0	65,0	25364	9,698588	53,868679	03	gering besiedelt	01056038				
Westerhorn	9,37	1335,0	650,0	685,0	142,0	25364	9,681996	53,857844	03	gering besiedelt	01056051				
Bevern	8,04	591,0	285,0	306,0	74,0	25355	9,771042	53,755719	03	gering besiedelt	01056003				
Bilsen	6,2	762,0	385,0	377,0	123,0	25485	9,87625	53,769901	03	gering besiedelt	01056004				
Bokholt-Hanredder	8,56	1242,0	645,0	597,0	145,0	25335	9,735213	53,787955	03	gering besiedelt	01056008				
