change_id	change_type	ags_new	name_new	ags_old	name_old	change_date_stat
01/2008/0001-R	3	01055017	Großenbrode	01055017	Großenbrode	2008-01-01
01/2008/0002-R	3	01059112	Gelting	01059112	Gelting	2008-01-01
01/2008/0002-R	3	01059121	Hasselberg	01059121	Hasselberg	2008-01-01
01/2008/0002-R	3	01059136	Kronsgaard	01059136	Kronsgaard	2008-01-01
01/2008/0002-R	3	01059142	Maasholm	01059142	Maasholm	2008-01-01
01/2008/0002-R	3	01059147	Nieby	01059147	Nieby	2008-01-01
01/2008/0002-R	3	01059152	Pommerby	01059152	Pommerby	2008-01-01
01/2008/0002-R	3	01059154	Rabel	01059154	Rabel	2008-01-01
01/2008/0002-R	3	01059155	Rabenholz	01059155	Rabenholz	2008-01-01
01/2008/0002-R	3	01059163	Stangheck	01059163	Stangheck	2008-01-01
01/2008/0002-R	3	01059168	Stoltebüll	01059168	Stoltebüll	2008-01-01
01/2008/0002-R	3	01059102	Ahneby	01059102	Ahneby	2008-01-01
01/2008/0002-R	3	01059109	Esgrus	01059109	Esgrus	2008-01-01
01/2008/0002-R	3	01059148	Niesgrau	01059148	Niesgrau	2008-01-01
01/2008/0002-R	3	01059153	Quern	01059153	Quern	2008-01-01
01/2008/0002-R	3	01059164	Steinberg	01059164	Steinberg	2008-01-01
01/2008/0002-R	3	01059165	Steinbergkirche	01059165	Steinbergkirche	2008-01-01
01/2008/0002-R	3	01059167	Sterup	01059167	Sterup	2008-01-01
01/2008/0003-R	3	01059041	Hüsby	01059041	Hüsby	2008-01-01
01/2008/0003-R	3	01059057	Lürschau	01059057	Lürschau	2008-01-01
01/2008/0003-R	3	01059077	Schuby	01059077	Schuby	2008-01-01
01/2008/0003-R	3	01059010	Bollingstedt	01059010	Bollingstedt	2008-01-01
01/2008/0003-R	3	01059023	Ellingstedt	01059023	Ellingstedt	2008-01-01
01/2008/0003-R	3	01059039	Hollingstedt	01059039	Hollingstedt	2008-01-01
01/2008/0003-R	3	01059044	Jübek	01059044	Jübek	2008-01-01
01/2008/0003-R	3	01059079	Silberstedt	01059079	Silberstedt	2008-01-01
01/2008/0003-R	3	01059092	Treia	01059092	Treia	2008-01-01
01/2008/0004-R	3	01060011	Boostedt	01060011	Boostedt	2008-01-01
01/2008/0006-R	3	01057008	Bönebüttel	01057008	Bönebüttel	2008-01-01
01/2008/0006-R	3	01057024	Großharrie	01057024	Großharrie	2008-01-01
01/2008/0006-R	3	01057068	Rendswühren	01057068	Rendswühren	2008-01-01
01/2008/0006-R	3	01057071	Schillsdorf	01057071	Schillsdorf	2008-01-01
01/2008/0006-R	3	01057083	Tasdorf	01057083	Tasdorf	2008-01-01
01/2008/0006-R	3	01057005	Belau	01057005	Belau	2008-01-01
01/2008/0006-R	3	01057069	Ruhwinkel	01057069	Ruhwinkel	2008-01-01
01/2008/0006-R	3	01057080	Stolpe	01057080	Stolpe	2008-01-01
01/2008/0006-R	3	01057085	Wankendorf	01057085	Wankendorf	2008-01-01
01/2008/0007-R	3	01058052	Fleckeby	01058052	Fleckeby	2008-01-01
01/2008/0007-R	3	01058067	Güby	01058067	Güby	2008-01-01
01/2008/0007-R	3	01058084	Hummelfeld	01058084	Hummelfeld	2008-01-01
01/2008/0007-R	3	01058090	Kosel	01058090	Kosel	2008-01-01
01/2008/0007-R	3	01058137	Rieseby	01058137	Rieseby	2008-01-01
01/2008/0007-R	3	01058032	Brodersby	01058032	Brodersby	2008-01-01
01/2008/0007-R	3	01058040	Damp	01058040	Damp	2008-01-01
01/2008/0007-R	3	01058042	Dörphof	01058042	Dörphof	2008-01-01
01/2008/0007-R	3	01058082	Holzdorf	01058082	Holzdorf	2008-01-01
01/2008/0007-R	3	01058087	Karby	01058087	Karby	2008-01-01
01/2008/0007-R	3	01058162	Thumby	01058162	Thumby	2008-01-01
01/2008/0007-R	3	01058166	Waabs	01058166	Waabs	2008-01-01
01/2008/0007-R	3	01058174	Winnemark	01058174	Winnemark	2008-01-01
01/2008/0007-R	3	01058004	Altenhof	01058004	Altenhof	2008-01-01
01/2008/0007-R	3	01058012	Barkelsby	01058012	Barkelsby	2008-01-01
01/2008/0007-R	3	01058057	Gammelby	01058057	Gammelby	2008-01-01
01/2008/0007-R	3	01058099	Loose	01058099	Loose	2008-01-01
01/2008/0007-R	3	01058102	Goosefeld	01058102	Goosefeld	2008-01-01
01/2008/0007-R	3	01058173	Windeby	01058173	Windeby	2008-01-01
01/2008/0008-R	3	01051034	Friedrichskoog	01051034	Friedrichskoog	2008-01-01
01/2008/0008-R	3	01051072	Marne, Stadt	01051072	Marne, Stadt	2008-01-01
01/2008/0008-R	3	01051021	Diekhusen-Fahrstedt	01051021	Diekhusen-Fahrstedt	2008-01-01
01/2008/0008-R	3	01051046	Helse	01051046	Helse	2008-01-01
01/2008/0008-R	3	01051057	Kaiser-Wilhelm-Koog	01051057	Kaiser-Wilhelm-Koog	2008-01-01
01/2008/0008-R	3	01051062	Kronprinzenkoog	01051062	Kronprinzenkoog	2008-01-01
01/2008/0008-R	3	01051073	Marnerdeich	01051073	Marnerdeich	2008-01-01
01/2008/0008-R	3	01051076	Neufeld	01051076	Neufeld	2008-01-01
01/2008/0008-R	3	01051077	Neufelderkoog	01051077	Neufelderkoog	2008-01-01
01/2008/0008-R	3	01051090	Ramhusen	01051090	Ramhusen	2008-01-01
01/2008/0008-R	3	01051103	Schmedeswurth	01051103	Schmedeswurth	2008-01-01
01/2008/0008-R	3	01051118	Trennewurth	01051118	Trennewurth	2008-01-01
01/2008/0008-R	3	01051119	Volsemenhusen	01051119	Volsemenhusen	2008-01-01
01/2008/0009-R	3	01058002	Ahlefeld	01058002	Ahlefeld	2008-01-01
01/2008/0009-R	3	01058008	Ascheffel	01058008	Ascheffel	2008-01-01
01/2008/0009-R	3	01058017	Bistensee	01058017	Bistensee	2008-01-01
01/2008/0009-R	3	01058030	Brekendorf	01058030	Brekendorf	2008-01-01
01/2008/0009-R	3	01058039	Damendorf	01058039	Damendorf	2008-01-01
01/2008/0009-R	3	01058083	Hütten	01058083	Hütten	2008-01-01
01/2008/0009-R	3	01058123	Osterby	01058123	Osterby	2008-01-01
01/2008/0009-R	3	01058127	Owschlag	01058127	Owschlag	2008-01-01
01/2008/0009-R	3	01058024	Borgstedt	01058024	Borgstedt	2008-01-01
01/2008/0009-R	3	01058035	Bünsdorf	01058035	Bünsdorf	2008-01-01
01/2008/0009-R	3	01058066	Groß Wittensee	01058066	Groß Wittensee	2008-01-01
01/2008/0009-R	3	01058069	Haby	01058069	Haby	2008-01-01
01/2008/0009-R	3	01058080	Holtsee	01058080	Holtsee	2008-01-01
01/2008/0009-R	3	01058081	Holzbunge	01058081	Holzbunge	2008-01-01
01/2008/0009-R	3	01058088	Klein Wittensee	01058088	Klein Wittensee	2008-01-01
01/2008/0009-R	3	01058111	Neu Duvenstedt	01058111	Neu Duvenstedt	2008-01-01
01/2008/0009-R	3	01058152	Sehestedt	01058152	Sehestedt	2008-01-01
