change_id	change_type	ags_new	name_new	ags_old	name_old	change_date_stat
14/2012/0004-R	1	14729245	Lossatal	14729130	Falkenhain	2012-01-01
14/2012/0004-R	1	14729245	Lossatal	14729200	Hohburg	2012-01-01
14/2012/0005-R	1	14522035	Bobritzsch-Hilbersdorf	14522030	Bobritzsch	2012-01-01
14/2012/0005-R	3	14522180	Freiberg, Stadt	14522180	Freiberg, Stadt	2012-01-01
14/2012/0005-R	1	14522035	Bobritzsch-Hilbersdorf	14522270	Hilbersdorf	2012-01-01
14/2012/0005-R	1	14522180	Freiberg, Stadt	14522270	Hilbersdorf	2012-01-01
14/2012/0006-R	1	14522310	Leisnig, Stadt	14522040	Bockelwitz	2012-01-01
14/2012/0007-R	1	14729350	Pegau, Stadt	14729210	Kitzen	2012-01-01
14/2012/0008-R	1	14729160	Grimma, Stadt	14729280	Mutzschen, Stadt	2012-01-01
14/2012/0009-R	1	14627110	Lampertswalde	14627320	Weißig a. Raschütz	2012-01-01
14/2012/0010-R	1	14628030	Bad Schandau, Stadt	14628280	Porschdorf	2012-01-01
16/2012/0001-R	3	16066064	Schwallungen	16066064	Schwallungen	2012-01-01
16/2012/0002-R	3	16069039	Sachsenbrunn	16069039	Sachsenbrunn	2012-01-01
16/2012/0003-R	3	16074116	Schkölen, Stadt	16074116	Schkölen, Stadt	2012-01-01
16/2012/0004-R	1	16075116	Triptis, Stadt	16075082	Pillingsdorf	2012-01-01
16/2012/0005-R	3	16076084	Wünschendorf/Elster	16076084	Wünschendorf/Elster	2012-01-01
16/2012/0006-R	1	16077044	Starkenberg	16077013	Großröda	2012-01-01
16/2012/0007-R	1	16062065	Harztor	16062022	Ilfeld	2012-01-01
16/2012/0007-R	1	16062065	Harztor	16062038	Niedersachswerfen	2012-01-01
16/2012/0008-R	3	16066015	Christes	16066015	Christes	2012-01-01
16/2012/0008-R	3	16066016	Dillstädt	16066016	Dillstädt	2012-01-01
16/2012/0008-R	3	16066038	Kühndorf	16066038	Kühndorf	2012-01-01
16/2012/0008-R	3	16066058	Rohr	16066058	Rohr	2012-01-01
16/2012/0008-R	3	16066065	Schwarza	16066065	Schwarza	2012-01-01
16/2012/0008-R	3	16066079	Utendorf	16066079	Utendorf	2012-01-01
16/2012/0008-R	1	16066094	Grabfeld	16066003	Bauerbach	2012-01-01
16/2012/0008-R	3	16066005	Belrieth	16066005	Belrieth	2012-01-01
16/2012/0008-R	3	16066017	Einhausen	16066017	Einhausen	2012-01-01
16/2012/0008-R	3	16066018	Ellingshausen	16066018	Ellingshausen	2012-01-01
16/2012/0008-R	3	16066039	Leutersdorf	16066039	Leutersdorf	2012-01-01
16/2012/0008-R	3	16066045	Neubrunn	16066045	Neubrunn	2012-01-01
16/2012/0008-R	3	16066049	Obermaßfeld-Grimmenthal	16066049	Obermaßfeld-Grimmenthal	2012-01-01
16/2012/0008-R	3	16066057	Ritschenhausen	16066057	Ritschenhausen	2012-01-01
16/2012/0008-R	3	16066081	Vachdorf	16066081	Vachdorf	2012-01-01
16/2012/0008-R	3	16066088	Wölfershausen	16066088	Wölfershausen	2012-01-01
16/2012/0009-R	1	16072023	Frankenblick	16072002	Effelder-Rauenstein	2012-01-01
16/2012/0009-R	1	16072023	Frankenblick	16072012	Mengersgereuth-Hämmern	2012-01-01
16/2012/0010-R	3	16076004	Berga/Elster, Stadt	16076004	Berga/Elster, Stadt	2012-01-01
16/2012/0010-R	1	16076093	Mohlsdorf-Teichwolframsdorf	16076047	Mohlsdorf	2012-01-01
16/2012/0010-R	1	16076093	Mohlsdorf-Teichwolframsdorf	16076075	Teichwolframsdorf	2012-01-01
05/2012/0004-R	4	05122000	Solingen, Klingenstadt	05122000	Solingen, Stadt	2012-05-01
05/2012/0004-R	4	05166004	Brüggen, Burggemeinde	05166004	Brüggen	2012-05-01
05/2012/0004-R	4	05362032	Kerpen, Kolpingstadt	05362032	Kerpen, Stadt	2012-05-01
05/2012/0004-R	4	05374016	Hückeswagen, Schloss-Stadt	05374016	Hückeswagen, Stadt	2012-05-01
05/2012/0004-R	4	05374052	Wipperfürth, Hansestadt	05374052	Wipperfürth, Stadt	2012-05-01
05/2012/0004-R	4	05566080	Saerbeck, NRW-Klimakommune	05566080	Saerbeck	2012-05-01
05/2012/0004-R	4	05758008	Enger, Widukindstadt	05758008	Enger, Stadt	2012-05-01
05/2012/0004-R	4	05762036	Warburg, Hansestadt	05762036	Warburg, Stadt	2012-05-01
05/2012/0004-R	4	05774024	Hövelhof, Sennegemeinde	05774024	Hövelhof	2012-05-01
05/2012/0004-R	4	05914000	Hagen, Stadt der FernUniversität	05914000	Hagen, Stadt	2012-05-01
05/2012/0004-R	4	05966004	Attendorn, Hansestadt	05966004	Attendorn, Stadt	2012-05-01
05/2012/0008-R	4	05122000	Solingen, Klingenstadt	05122000	Solingen, Stadt	2012-05-01
05/2012/0010-R	4	05970040	Siegen, Universitätsstadt	05970040	Siegen, Stadt	2012-06-01
05/2012/0010-R	4	05978028	Schwerte, Hansestadt an der Ruhr	05978028	Schwerte, Stadt	2012-06-01
05/2012/0011-R	4	05554064	Velen, Stadt	05554064	Velen	2012-09-01
05/2012/0012-R	4	05334032	Stolberg (Rhld.), Kupferstadt	05334032	Stolberg (Rhld.), Stadt	2012-09-01
05/2012/0012-R	4	05374036	Radevormwald, Stadt auf der Höhe	05374036	Radevormwald, Stadt	2012-09-01
05/2012/0012-R	4	05566024	Horstmar, Stadt der Burgmannshöfe	05566024	Horstmar, Stadt	2012-09-01
05/2012/0012-R	4	05762012	Borgentreich, Orgelstadt	05762012	Borgentreich, Stadt	2012-09-01
05/2012/0012-R	4	05766052	Lügde, Stadt der Osterräder	05766052	Lügde, Stadt	2012-09-01
05/2012/0012-R	4	05954004	Breckerfeld, Hansestadt	05954004	Breckerfeld, Stadt	2012-09-01
05/2012/0012-R	4	05954008	Ennepetal, Stadt der Kluterthöhle	05954008	Ennepetal, Stadt	2012-09-01
05/2012/0012-R	4	05958028	Medebach, Hansestadt	05958028	Medebach, Stadt	2012-09-01
05/2012/0012-R	4	05958032	Meschede, Kreis- und  Hochschulstadt	05958032	Meschede, Stadt	2012-09-01
06/2011/0001-R	4	06440005	Butzbach, Friedrich-Ludwig-Weidig-Stadt	06440005	Butzbach, Stadt	2012-07-01
06/2012/0001-R	4	06435007	Erlensee, Stadt	06435007	Erlensee	2012-07-01
07/2012/0003-R	3	07141023	Dachsenhausen	07141023	Dachsenhausen	2012-07-01
07/2012/0003-R	3	07141042	Filsen	07141042	Filsen	2012-07-01
07/2012/0003-R	3	07141066	Kamp-Bornhofen	07141066	Kamp-Bornhofen	2012-07-01
07/2012/0003-R	3	07141108	Osterspai	07141108	Osterspai	2012-07-01
07/2012/0003-R	3	07141501	Braubach, Stadt	07141501	Braubach, Stadt	2012-07-01
07/2012/0003-R	3	07141004	Auel	07141004	Auel	2012-07-01
07/2012/0003-R	3	07141016	Bornich	07141016	Bornich	2012-07-01
07/2012/0003-R	3	07141024	Dahlheim	07141024	Dahlheim	2012-07-01
07/2012/0003-R	3	07141031	Dörscheid	07141031	Dörscheid	2012-07-01
07/2012/0003-R	3	07141069	Kaub, Stadt	07141069	Kaub, Stadt	2012-07-01
07/2012/0003-R	3	07141072	Kestert	07141072	Kestert	2012-07-01
07/2012/0003-R	3	07141079	Lierschied	07141079	Lierschied	2012-07-01
07/2012/0003-R	3	07141083	Lykershausen	07141083	Lykershausen	2012-07-01
07/2012/0003-R	3	07141099	Nochern	07141099	Nochern	2012-07-01
07/2012/0003-R	3	07141109	Patersberg	07141109	Patersberg	2012-07-01
07/2012/0003-R	3	07141112	Prath	07141112	Prath	2012-07-01
07/2012/0003-R	3	07141114	Reichenberg	07141114	Reichenberg	2012-07-01
07/2012/0003-R	3	07141115	Reitzenhain	07141115	Reitzenhain	2012-07-01
07/2012/0003-R	3	07141121	Sankt Goarshausen, Loreleystadt, Stadt	07141121	Sankt Goarshausen, Loreleystadt, Stadt	2012-07-01
07/2012/0003-R	3	07141122	Sauerthal	07141122	Sauerthal	2012-07-01
07/2012/0003-R	3	07141136	Weisel	07141136	Weisel	2012-07-01
07/2012/0003-R	3	07141138	Weyer	07141138	Weyer	2012-07-01
13/2012/0017-R	1	13075082	Loitz, Stadt	13075030	Düvier	2012-07-01
14/2012/0015-R	1	14627100	Klipphausen	14627300	Triebischtal	2012-07-01
15/2012/0002-R	3	15086140	Möckern, Stadt	15086140	Möckern, Stadt	2012-08-01
15/2012/0002-R	1	15086040	Genthin, Stadt	15086210	Schopsdorf	2012-08-01
14/2012/0016-R	1	14628360	Sebnitz, Stadt	14628200	Kirnitzschtal	2012-10-01
14/2012/0016-R	3	14628360	Sebnitz, Stadt	14628360	Sebnitz, Stadt	2012-10-01
14/2012/0018-R	1	14521390	Marienberg, Stadt	14521680	Zöblitz, Stadt	2012-12-01
14/2012/0019-R	1	14628205	Klingenberg	14628180	Höckendorf	2012-12-01
14/2012/0019-R	1	14628205	Klingenberg	14628290	Pretzschendorf	2012-12-01
16/2012/0016-R	1	16063004	Barchfeld	16063041	Immelborn	2012-12-01
16/2012/0017-R	1	16063099	Bad Liebenstein, Stadt	16063073	Steinbach	2012-12-01
16/2012/0017-R	1	16063099	Bad Liebenstein, Stadt	16063069	Schweina	2012-12-01
16/2012/0017-R	1	16063099	Bad Liebenstein, Stadt	16063002	Bad Liebenstein, Stadt	2012-12-01
16/2012/0018-R	1	16064075	Vogtei	16064049	Niederdorla	2012-12-01
16/2012/0018-R	1	16064075	Vogtei	16064039	Langula	2012-12-01
16/2012/0018-R	1	16064075	Vogtei	16064051	Oberdorla	2012-12-01
16/2012/0018-R	3	16064032	Kammerforst	16064032	Kammerforst	2012-12-01
16/2012/0018-R	3	16064053	Oppershausen	16064053	Oppershausen	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065027	Günserode	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065066	Seega	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065062	Rottleben	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065021	Göllingen	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065004	Badra	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065006	Bendeleben	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065029	Hachelbich	2012-12-01
16/2012/0019-R	1	16065085	Kyffhäuserland	16065068	Steinthaleben	2012-12-01
16/2012/0019-R	3	16065051	Oberbösa	16065051	Oberbösa	2012-12-01
16/2012/0020-R	1	16068034	Kölleda, Stadt	16068018	Großmonra	2012-12-01
16/2012/0021-R	1	16069062	Römhild, Stadt	16069055	Westenfeld	2012-12-01
16/2012/0021-R	1	16069062	Römhild, Stadt	16069031	Mendhausen	2012-12-01
16/2012/0021-R	1	16069062	Römhild, Stadt	16069032	Milz	2012-12-01
16/2012/0021-R	1	16069062	Römhild, Stadt	16069018	Haina	2012-12-01
16/2012/0021-R	1	16069062	Römhild, Stadt	16069038	Römhild, Stadt	2012-12-01
16/2012/0021-R	1	16069062	Römhild, Stadt	16069014	Gleichamberg	2012-12-01
16/2012/0022-R	3	16069043	Schleusingen, Stadt	16069043	Schleusingen, Stadt	2012-12-01
16/2012/0022-R	3	16069048	St.Kilian	16069048	St.Kilian	2012-12-01
16/2012/0023-R	1	16070028	Ichtershausen	16070051	Wachsenburggemeinde	2012-12-01
16/2012/0023-R	4	16070028	Amt Wachsenburg	16070028	Ichtershausen	2012-12-01
16/2012/0024-R	1	16071004	Bad Sulza, Stadt	16071018	Flurstedt	2012-12-01
16/2012/0024-R	1	16071004	Bad Sulza, Stadt	16071078	Reisdorf	2012-12-01
16/2012/0024-R	1	16071004	Bad Sulza, Stadt	16071094	Wickerstedt	2012-12-01
16/2012/0024-R	1	16071004	Bad Sulza, Stadt	16071002	Auerstedt	2012-12-01
16/2012/0024-R	1	16071004	Bad Sulza, Stadt	16071021	Gebstedt	2012-12-01
16/2012/0025-R	1	16072013	Neuhaus am Rennweg, Stadt	16072017	Siegmundsburg	2012-12-01
16/2012/0025-R	1	16072013	Neuhaus am Rennweg, Stadt	16072016	Scheibe-Alsbach	2012-12-01
16/2012/0026-R	1	16073112	Königsee-Rottenbach, Stadt	16073042	Königsee, Stadt	2012-12-01
16/2012/0026-R	1	16073112	Königsee-Rottenbach, Stadt	16073075	Rottenbach	2012-12-01
16/2012/0027-R	1	16076022	Greiz, Stadt	16076091	Vogtländisches Oberland	2012-12-01
16/2012/0027-R	1	16076087	Zeulenroda-Triebes, Stadt	16076091	Vogtländisches Oberland	2012-12-01
16/2012/0028-R	1	16077036	Nobitz	16077056	Saara	2012-12-01
