change_id	change_type	ags_new	name_new	ags_old	name_old	change_date_stat
12/2016/0001-R	1	12071372	Spremberg, Stadt	12071185	Hornow-Wadelsdorf	01.01.2016
14/2016/0001-R	1	14522080	Döbeln, Stadt	14522370	Mochau	01.01.2016
14/2016/0002-R	1	14523340	Reichenbach im Vogtland, Stadt	14523250	Mylau, Stadt	01.01.2016
14/2016/0003-R	1	14627290	Thiendorf	14627280	Tauscha	01.01.2016
14/2016/0003-R	3	14627290	Thiendorf	14627290	Thiendorf	01.01.2016
13/2016/0001-R	1	13076167	Kloster Tempzin	13076081	Langen Jarchow	01.01.2016
13/2016/0001-R	1	13076167	Kloster Tempzin	13076157	Zahrensdorf	01.01.2016
13/2016/0002-R	1	13076050	Grabow, Stadt	13076127	Steesow	01.01.2016
03/2016/0001-R	4	03360025	Uelzen, Hansestadt	03360025	Uelzen, Stadt	01.06.2016
06/2016/0001-R	4	06631012	Hilders, Marktgemeinde	06631012	Hilders	01.10.2016
03/2016/0006-R	3	03159001	Adelebsen, Flecken	03152001	Adelebsen, Flecken	01.11.2016
03/2016/0006-R	3	03159007	Bovenden, Flecken	03152004	Bovenden, Flecken	01.11.2016
03/2016/0006-R	3	03159010	Duderstadt, Stadt	03152007	Duderstadt, Stadt	01.11.2016
03/2016/0006-R	3	03159013	Friedland	03152009	Friedland	01.11.2016
03/2016/0006-R	3	03159015	Gleichen	03152011	Gleichen	01.11.2016
03/2016/0006-R	3	03159016	Göttingen, Stadt	03152012	Göttingen, Stadt	01.11.2016
03/2016/0006-R	3	03159017	Hann. Münden, Stadt	03152016	Hann. Münden, Stadt	01.11.2016
03/2016/0006-R	3	03159029	Rosdorf	03152021	Rosdorf	01.11.2016
03/2016/0006-R	3	03159034	Staufenberg	03152026	Staufenberg	01.11.2016
03/2016/0006-R	3	03159008	Bühren	03152005	Bühren	01.11.2016
03/2016/0006-R	3	03159009	Dransfeld, Stadt	03152006	Dransfeld, Stadt	01.11.2016
03/2016/0006-R	3	03159021	Jühnde	03152013	Jühnde	01.11.2016
03/2016/0006-R	3	03159024	Niemetal	03152017	Niemetal	01.11.2016
03/2016/0006-R	3	03159031	Scheden	03152023	Scheden	01.11.2016
03/2016/0006-R	3	03159005	Bilshausen	03152002	Bilshausen	01.11.2016
03/2016/0006-R	3	03159006	Bodensee	03152003	Bodensee	01.11.2016
03/2016/0006-R	3	03159014	Gieboldehausen, Flecken	03152010	Gieboldehausen, Flecken	01.11.2016
03/2016/0006-R	3	03159022	Krebeck	03152014	Krebeck	01.11.2016
03/2016/0006-R	3	03159025	Obernfeld	03152018	Obernfeld	01.11.2016
03/2016/0006-R	3	03159027	Rhumspringe	03152019	Rhumspringe	01.11.2016
03/2016/0006-R	3	03159028	Rollshausen	03152020	Rollshausen	01.11.2016
03/2016/0006-R	3	03159030	Rüdershausen	03152022	Rüdershausen	01.11.2016
03/2016/0006-R	3	03159037	Wollbrandshausen	03152028	Wollbrandshausen	01.11.2016
03/2016/0006-R	3	03159038	Wollershausen	03152029	Wollershausen	01.11.2016
03/2016/0006-R	3	03159011	Ebergötzen	03152008	Ebergötzen	01.11.2016
03/2016/0006-R	3	03159023	Landolfshausen	03152015	Landolfshausen	01.11.2016
03/2016/0006-R	3	03159032	Seeburg	03152024	Seeburg	01.11.2016
03/2016/0006-R	3	03159033	Seulingen	03152025	Seulingen	01.11.2016
03/2016/0006-R	3	03159035	Waake	03152027	Waake	01.11.2016
03/2016/0006-R	1	03154027	Söllingen	03154011	Ingeleben	01.11.2016
03/2016/0006-R	1	03154027	Söllingen	03154020	Söllingen	01.11.2016
03/2016/0006-R	1	03154027	Söllingen	03154023	Twieflingen	01.11.2016
03/2016/0006-R	3	03159003	Bad Lauterberg im Harz, Stadt	03156002	Bad Lauterberg im Harz, Stadt	01.11.2016
03/2016/0006-R	3	03159004	Bad Sachsa, Stadt	03156003	Bad Sachsa, Stadt	01.11.2016
03/2016/0006-R	3	03159019	Herzberg am Harz, Stadt	03156009	Herzberg am Harz, Stadt	01.11.2016
03/2016/0006-R	3	03159026	Osterode am Harz, Stadt	03156011	Osterode am Harz, Stadt	01.11.2016
03/2016/0006-R	3	03159002	Bad Grund (Harz)	03156017	Bad Grund (Harz)	01.11.2016
03/2016/0006-R	3	03159012	Elbingerode	03156006	Elbingerode	01.11.2016
03/2016/0006-R	3	03159018	Hattorf am Harz	03156008	Hattorf am Harz	01.11.2016
03/2016/0006-R	3	03159020	Hörden am Harz	03156010	Hörden am Harz	01.11.2016
03/2016/0006-R	3	03159039	Wulften am Harz	03156015	Wulften am Harz	01.11.2016
03/2016/0006-R	1	03159036	Walkenried	03156012	Walkenried	01.11.2016
03/2016/0006-R	1	03159036	Walkenried	03156013	Wieda	01.11.2016
03/2016/0006-R	1	03159036	Walkenried	03156016	Zorge	01.11.2016
03/2016/0006-R	1	03158040	Remlingen-Semmenstedt	03158024	Remlingen	01.11.2016
